employee_id;first_name;last_name;age;status;join_date;salary;email;phone;performance_score;remote_work;department;region
EMP1194;Alice;Davis;35.0;Pending;2024/11/04;118415.8;alice.davis_HTX1194@example.com;6656749159;Good;TRUE;HR;Texas
EMP1195;Grace;Johnson;40.0;Pending;2020/03/25;81481.36;grace.johnson_SIL1195@example.com;1692364586;Excellent;FALSE;Sales;Illinois
EMP1196;David;Johnson;35.0;Pending;2020/11/04;117040.57;david.johnson_SFL1196@example.com;5066337049;Good;TRUE;Sales;Florida
EMP1197;Frank;Brown;25.0;Active;2020/03/21;67342.06;frank.brown_SNV1197@example.com;2497243991;Good;TRUE;Sales;Nevada
EMP1198;Heidi;Jones;;Active;2022/01/15;76099.64;heidi.jones_SIL1198@example.com;;Excellent;FALSE;Sales;Illinois
EMP1199;Grace;Williams;35.0;Active;2024/06/04;94162.06;grace.williams_DIL1199@example.com;2644886945;Average;TRUE;DevOps;Illinois
EMP1200;Frank;Davis;25.0;Inactive;2021/08/04;67639.7;frank.davis_SNV1200@example.com;1195243639;Excellent;TRUE;Sales;Nevada
EMP1201;Charlie;Garcia;35.0;Pending;2020/10/16;114172.25;charlie.garcia_CIL1201@example.com;2701168645;Good;TRUE;Cloud Tech;Illinois
EMP1202;Grace;Davis;30.0;Active;2021/09/26;89124.54;grace.davis_SNV1202@example.com;2252237280;Excellent;TRUE;Sales;Nevada
EMP1203;Frank;Smith;30.0;Pending;2023/11/04;113871.36;frank.smith_DNV1203@example.com;7932302345;Average;FALSE;DevOps;Nevada
EMP1204;Grace;Brown;;Inactive;2021/09/24;62618.4;grace.brown_HTX1204@example.com;7912141613;Excellent;FALSE;HR;Texas
EMP1205;Heidi;Jones;30.0;Active;2020/06/07;70705.45;heidi.jones_ANY1205@example.com;1509377099;Good;FALSE;Admin;New York
EMP1206;Alice;Garcia;35.0;Pending;2022/02/10;60797.69;alice.garcia_SNY1206@example.com;4090138068;Average;TRUE;Sales;New York
EMP1207;Charlie;Brown;40.0;Inactive;2023/10/17;100371.0;charlie.brown_CFL1207@example.com;8477596554;Poor;TRUE;Cloud Tech;Florida
EMP1208;Eva;Miller;40.0;Active;2021/09/25;117591.76;eva.miller_AIL1208@example.com;5356690550;Good;FALSE;Admin;Illinois
EMP1209;David;Jones;35.0;Inactive;2022/08/03;103860.7;david.jones_DIL1209@example.com;;Average;TRUE;DevOps;Illinois
EMP1210;Grace;Davis;30.0;Active;2024/11/22;67500.22;grace.davis_AIL1210@example.com;5797863049;Average;TRUE;Admin;Illinois
EMP1211;Frank;Davis;;Pending;2024/10/09;58727.44;frank.davis_CNV1211@example.com;5057397690;Poor;TRUE;Cloud Tech;Nevada
EMP1212;Charlie;Jones;35.0;Active;2024/08/28;80623.08;charlie.jones_FIL1212@example.com;5671649327;Excellent;TRUE;Finance;Illinois
EMP1213;David;Davis;40.0;Inactive;2020/04/19;77751.78;david.davis_HTX1213@example.com;9802714871;Excellent;FALSE;HR;Texas
EMP1214;Grace;Williams;25.0;Active;2021/10/14;115157.81;grace.williams_HNY1214@example.com;7178333210;Good;FALSE;HR;New York
EMP1215;Frank;Jones;30.0;Inactive;2024/08/26;83071.85;frank.jones_ATX1215@example.com;6025643470;Poor;FALSE;Admin;Texas
EMP1216;Heidi;Brown;40.0;Active;2020/02/08;67914.67;heidi.brown_STX1216@example.com;2871539914;Excellent;TRUE;Sales;Texas
EMP1217;Grace;Jones;25.0;Inactive;2020/09/06;53342.46;grace.jones_HNY1217@example.com;6686334140;Poor;FALSE;HR;New York
EMP1218;Heidi;Garcia;25.0;Pending;2023/01/02;51150.47;heidi.garcia_CFL1218@example.com;1159319524;Excellent;FALSE;Cloud Tech;Florida
EMP1219;David;Davis;30.0;Active;2023/06/13;74697.12;david.davis_HFL1219@example.com;6904098365;Average;TRUE;HR;Florida
EMP1220;Charlie;Williams;25.0;Active;2022/12/13;88085.74;charlie.williams_SCA1220@example.com;5528993159;Excellent;TRUE;Sales;California
EMP1221;Alice;Williams;40.0;Pending;2022/03/03;118672.76;alice.williams_FTX1221@example.com;8752437728;Poor;FALSE;Finance;Texas
EMP1222;Alice;Miller;35.0;Active;2024/02/10;95997.31;alice.miller_CCA1222@example.com;4209548148;Average;FALSE;Cloud Tech;California
EMP1223;Frank;Brown;30.0;Pending;2021/11/24;106945.62;frank.brown_CCA1223@example.com;7374605232;Average;FALSE;Cloud Tech;California
EMP1224;Heidi;Johnson;40.0;Active;2020/05/09;100123.15;heidi.johnson_DNY1224@example.com;;Average;FALSE;DevOps;New York
EMP1225;Alice;Johnson;35.0;Active;2024/12/19;52933.42;alice.johnson_ATX1225@example.com;6756618442;Poor;TRUE;Admin;Texas
EMP1226;Grace;Jones;;Active;2024/03/22;95283.03;grace.jones_FCA1226@example.com;8612590471;Good;FALSE;Finance;California
EMP1227;Alice;Miller;35.0;Inactive;2022/06/13;112264.06;alice.miller_HTX1227@example.com;9277423329;Good;FALSE;HR;Texas
EMP1228;Grace;Smith;35.0;Pending;2022/10/15;75714.28;grace.smith_AFL1228@example.com;5912662014;Good;TRUE;Admin;Florida
EMP1229;Eva;Jones;25.0;Active;2022/05/31;92171.73;eva.jones_DFL1229@example.com;7201859625;Poor;FALSE;DevOps;Florida
EMP1230;Eva;Miller;35.0;Inactive;2023/09/15;70694.8;eva.miller_CTX1230@example.com;3013674925;Average;TRUE;Cloud Tech;Texas
EMP1231;Grace;Brown;30.0;Inactive;2022/07/04;52964.86;grace.brown_DFL1231@example.com;1764750110;Good;TRUE;DevOps;Florida
EMP1232;Frank;Brown;;Pending;2024/06/08;116353.31;frank.brown_FCA1232@example.com;1783099973;Poor;TRUE;Finance;California
EMP1233;Grace;Brown;35.0;Pending;2020/11/23;116695.26;grace.brown_SNV1233@example.com;1926764920;Good;FALSE;Sales;Nevada
EMP1234;Heidi;Brown;25.0;Active;2024/05/13;95161.4;heidi.brown_ATX1234@example.com;5182606887;Excellent;FALSE;Admin;Texas
EMP1235;Alice;Brown;;Inactive;2022/01/29;76040.94;alice.brown_ANV1235@example.com;7189813128;Good;TRUE;Admin;Nevada
EMP1236;Charlie;Miller;;Inactive;2023/08/23;69508.28;charlie.miller_HFL1236@example.com;2087510292;Good;FALSE;HR;Florida
EMP1237;Alice;Miller;30.0;Inactive;2023/02/24;58243.27;alice.miller_FIL1237@example.com;2184011844;Average;FALSE;Finance;Illinois
EMP1238;Heidi;Williams;30.0;Pending;2022/10/02;64012.48;heidi.williams_SCA1238@example.com;8260340847;Poor;TRUE;Sales;California
EMP1239;Bob;Garcia;40.0;Inactive;2020/06/28;106735.93;bob.garcia_ANV1239@example.com;7297585987;Average;TRUE;Admin;Nevada
EMP1240;Frank;Johnson;35.0;Pending;2023/01/15;70325.36;frank.johnson_DTX1240@example.com;3103032431;Average;FALSE;DevOps;Texas
EMP1241;Charlie;Davis;30.0;Active;2020/09/05;118959.28;charlie.davis_HIL1241@example.com;9839542960;Average;TRUE;HR;Illinois
EMP1242;David;Brown;40.0;Pending;2023/03/18;75823.78;david.brown_CCA1242@example.com;8446267145;Average;FALSE;Cloud Tech;California
EMP1243;Charlie;Smith;;Inactive;2022/03/26;119971.65;charlie.smith_CTX1243@example.com;2831435988;Average;FALSE;Cloud Tech;Texas
EMP1244;Grace;Davis;40.0;Active;2021/10/11;94963.7;grace.davis_STX1244@example.com;2625660930;Good;FALSE;Sales;Texas
EMP1245;Frank;Miller;30.0;Pending;2021/01/07;103744.71;frank.miller_SNV1245@example.com;4181861514;Average;FALSE;Sales;Nevada
EMP1246;Alice;Smith;25.0;Inactive;2020/12/03;61337.69;alice.smith_SNY1246@example.com;5423401635;Average;TRUE;Sales;New York
EMP1247;David;Smith;35.0;Active;2021/05/28;63741.13;david.smith_SCA1247@example.com;1128497184;Poor;TRUE;Sales;California
EMP1248;Eva;Smith;30.0;Pending;2022/12/28;56539.99;eva.smith_DCA1248@example.com;9484910255;Excellent;TRUE;DevOps;California
EMP1249;Charlie;Williams;30.0;Pending;2023/05/24;73633.37;charlie.williams_DIL1249@example.com;2588967923;Good;TRUE;DevOps;Illinois
EMP1250;Alice;Miller;25.0;Pending;2024/04/28;90373.99;alice.miller_CTX1250@example.com;;Good;FALSE;Cloud Tech;Texas
EMP1251;Grace;Smith;;Inactive;2024/12/25;93901.48;grace.smith_DTX1251@example.com;3967275783;Good;FALSE;DevOps;Texas
EMP1252;Eva;Brown;40.0;Inactive;2021/09/01;81748.09;eva.brown_ANV1252@example.com;4683414650;Average;TRUE;Admin;Nevada
EMP1253;Charlie;Jones;40.0;Inactive;2021/02/21;73813.48;charlie.jones_FFL1253@example.com;1131290147;Average;FALSE;Finance;Florida
EMP1254;Frank;Smith;35.0;Inactive;2022/11/20;89315.59;frank.smith_FNY1254@example.com;7068277880;Average;FALSE;Finance;New York
EMP1255;Heidi;Williams;25.0;Active;2020/10/15;56776.82;heidi.williams_HFL1255@example.com;6093068537;Poor;FALSE;HR;Florida
EMP1256;Grace;Davis;;Active;2024/07/24;72920.51;grace.davis_FNY1256@example.com;9097283214;Excellent;TRUE;Finance;New York
EMP1257;Frank;Miller;30.0;Pending;2022/08/14;84913.18;frank.miller_AFL1257@example.com;2850676250;Average;TRUE;Admin;Florida
EMP1258;Alice;Garcia;25.0;Inactive;2021/05/08;65060.11;alice.garcia_FIL1258@example.com;5381447442;Excellent;TRUE;Finance;Illinois
EMP1259;Alice;Williams;35.0;Pending;2023/10/09;82941.08;alice.williams_FIL1259@example.com;;Poor;FALSE;Finance;Illinois
EMP1260;Bob;Smith;40.0;Pending;2022/01/19;103469.97;bob.smith_ACA1260@example.com;;Good;TRUE;Admin;California
EMP1261;Grace;Miller;25.0;Active;2022/01/12;88725.6;grace.miller_SIL1261@example.com;5265016730;Average;TRUE;Sales;Illinois
EMP1262;Heidi;Jones;;Pending;2023/06/05;58316.77;heidi.jones_HIL1262@example.com;8826170242;Excellent;TRUE;HR;Illinois
EMP1263;Grace;Smith;35.0;Inactive;2024/03/26;60098.72;grace.smith_HIL1263@example.com;7654562840;Excellent;TRUE;HR;Illinois
EMP1264;Grace;Williams;;Active;2020/10/07;99951.43;grace.williams_CTX1264@example.com;7722560530;Average;TRUE;Cloud Tech;Texas
EMP1265;Heidi;Johnson;30.0;Active;2021/11/02;115195.81;heidi.johnson_SIL1265@example.com;3402665022;Good;TRUE;Sales;Illinois
EMP1266;Grace;Brown;;Pending;2021/11/19;85512.05;grace.brown_DCA1266@example.com;7416787255;Good;FALSE;DevOps;California
EMP1267;Heidi;Garcia;;Active;2022/01/24;73186.77;heidi.garcia_HFL1267@example.com;8621102257;Good;FALSE;HR;Florida
EMP1268;Grace;Davis;;Pending;2023/07/12;51865.3;grace.davis_HNV1268@example.com;;Poor;TRUE;HR;Nevada
EMP1269;David;Williams;25.0;Active;2022/12/09;94031.77;david.williams_SFL1269@example.com;4716392822;Excellent;TRUE;Sales;Florida
EMP1270;Grace;Miller;30.0;Active;2023/03/18;116374.36;grace.miller_DNY1270@example.com;4143637188;Excellent;FALSE;DevOps;New York
EMP1271;Alice;Garcia;40.0;Active;2022/04/25;98335.02;alice.garcia_HFL1271@example.com;2392312603;Excellent;FALSE;HR;Florida
EMP1272;Heidi;Garcia;25.0;Pending;2021/02/28;89262.07;heidi.garcia_DNY1272@example.com;3260931065;Poor;TRUE;DevOps;New York
EMP1273;Heidi;Garcia;;Active;2022/07/30;113848.69;heidi.garcia_FCA1273@example.com;8433567085;Excellent;TRUE;Finance;California
EMP1274;Frank;Smith;35.0;Active;2021/05/19;69530.45;frank.smith_SFL1274@example.com;;Poor;TRUE;Sales;Florida
EMP1275;Eva;Brown;35.0;Pending;2023/12/14;84230.22;eva.brown_DNY1275@example.com;;Good;TRUE;DevOps;New York
EMP1276;Eva;Smith;35.0;Pending;2023/01/17;76578.59;eva.smith_CIL1276@example.com;9162475540;Average;FALSE;Cloud Tech;Illinois
EMP1277;Frank;Miller;30.0;Inactive;2024/01/02;55532.06;frank.miller_HTX1277@example.com;1082555988;Excellent;TRUE;HR;Texas
EMP1278;Eva;Smith;40.0;Pending;2021/07/09;115311.68;eva.smith_ANY1278@example.com;5343961128;Excellent;TRUE;Admin;New York
EMP1279;Charlie;Johnson;25.0;Pending;2021/05/05;66972.06;charlie.johnson_SNV1279@example.com;1093371188;Good;TRUE;Sales;Nevada
EMP1280;David;Brown;30.0;Inactive;2021/11/07;100215.06;david.brown_CTX1280@example.com;5473820235;Average;TRUE;Cloud Tech;Texas
EMP1281;Charlie;Brown;25.0;Inactive;2023/08/30;115452.25;charlie.brown_SNY1281@example.com;8485571616;Poor;FALSE;Sales;New York
EMP1282;Heidi;Miller;30.0;Inactive;2023/08/15;54141.38;heidi.miller_HCA1282@example.com;6880294239;Average;FALSE;HR;California
EMP1283;David;Davis;;Active;2020/12/24;79251.95;david.davis_DNV1283@example.com;9036788126;Good;FALSE;DevOps;Nevada
EMP1284;Alice;Johnson;40.0;Pending;2024/11/21;114822.78;alice.johnson_FNY1284@example.com;8686694319;Good;TRUE;Finance;New York
EMP1285;Alice;Williams;35.0;Active;2021/11/17;69919.32;alice.williams_SIL1285@example.com;2939087883;Average;TRUE;Sales;Illinois
EMP1286;Heidi;Smith;30.0;Inactive;2021/01/29;106616.97;heidi.smith_SFL1286@example.com;4344812307;Poor;FALSE;Sales;Florida
EMP1287;Heidi;Jones;35.0;Active;2024/02/17;73597.85;heidi.jones_DNY1287@example.com;3402424032;Poor;TRUE;DevOps;New York
EMP1288;David;Smith;30.0;Inactive;2024/08/20;79939.23;david.smith_SNV1288@example.com;8105955183;Excellent;TRUE;Sales;Nevada
EMP1289;Grace;Garcia;25.0;Inactive;2021/10/24;;grace.garcia_ANY1289@example.com;2694500533;Poor;FALSE;Admin;New York
EMP1290;Grace;Smith;30.0;Inactive;2021/09/10;90772.25;grace.smith_FCA1290@example.com;2408916497;Average;FALSE;Finance;California
EMP1291;Eva;Williams;35.0;Active;2023/09/29;58275.74;eva.williams_DNY1291@example.com;3735439626;Good;FALSE;DevOps;New York
EMP1292;Grace;Smith;;Pending;2020/08/28;94709.79;grace.smith_DCA1292@example.com;3652717271;Excellent;FALSE;DevOps;California
EMP1293;Frank;Johnson;;Active;2022/09/06;60722.99;frank.johnson_ANY1293@example.com;2397240421;Excellent;TRUE;Admin;New York
EMP1294;Frank;Johnson;40.0;Inactive;2024/03/31;87626.24;frank.johnson_DIL1294@example.com;6931216375;Good;TRUE;DevOps;Illinois
EMP1295;David;Brown;30.0;Active;2022/12/12;81272.36;david.brown_DIL1295@example.com;1820916600;Poor;FALSE;DevOps;Illinois
EMP1296;Bob;Miller;;Pending;2022/11/01;64150.97;bob.miller_CTX1296@example.com;;Good;TRUE;Cloud Tech;Texas
EMP1297;Charlie;Davis;35.0;Active;2023/10/25;64378.1;charlie.davis_SFL1297@example.com;1851327971;Poor;FALSE;Sales;Florida
EMP1298;Bob;Jones;;Inactive;2020/09/27;85927.35;bob.jones_FTX1298@example.com;4572308480;Good;FALSE;Finance;Texas
EMP1299;Alice;Garcia;;Inactive;2024/01/21;51523.93;alice.garcia_FNV1299@example.com;;Average;TRUE;Finance;Nevada
EMP1300;Alice;Smith;30.0;Active;2022/05/17;74117.02;alice.smith_STX1300@example.com;3036625435;Poor;FALSE;Sales;Texas
EMP1301;Alice;Smith;25.0;Inactive;2022/04/17;62598.69;alice.smith_FTX1301@example.com;1721314518;Average;TRUE;Finance;Texas
EMP1302;Grace;Williams;35.0;Inactive;2022/02/08;55617.5;grace.williams_FFL1302@example.com;5151092267;Excellent;TRUE;Finance;Florida
EMP1303;Charlie;Miller;35.0;Pending;2022/03/15;87018.98;charlie.miller_CNY1303@example.com;5926249450;Good;TRUE;Cloud Tech;New York
EMP1304;David;Johnson;25.0;Inactive;2023/10/11;100336.58;david.johnson_CCA1304@example.com;4754102251;Excellent;TRUE;Cloud Tech;California
EMP1305;Grace;Jones;30.0;Inactive;2020/11/13;69295.48;grace.jones_AFL1305@example.com;6771196420;Excellent;FALSE;Admin;Florida
EMP1306;Bob;Brown;25.0;Pending;2024/04/17;115536.66;bob.brown_DFL1306@example.com;5226557675;Excellent;TRUE;DevOps;Florida
EMP1307;David;Johnson;30.0;Pending;2020/03/09;81250.87;david.johnson_CTX1307@example.com;9523668787;Excellent;FALSE;Cloud Tech;Texas
EMP1308;Alice;Garcia;30.0;Inactive;2022/06/17;66403.75;alice.garcia_DTX1308@example.com;7883619688;Good;FALSE;DevOps;Texas
EMP1309;Alice;Miller;30.0;Active;2024/07/28;114147.79;alice.miller_SCA1309@example.com;3135030586;Excellent;FALSE;Sales;California
EMP1310;Frank;Garcia;30.0;Pending;2022/12/03;65472.99;frank.garcia_HNY1310@example.com;2105524727;Good;FALSE;HR;New York
EMP1311;Alice;Davis;;Active;2023/07/06;97512.51;alice.davis_SNV1311@example.com;6333021259;Good;TRUE;Sales;Nevada
EMP1312;Alice;Brown;35.0;Inactive;2024/05/28;86712.41;alice.brown_DNV1312@example.com;6501917919;Average;TRUE;DevOps;Nevada
EMP1313;Grace;Davis;30.0;Active;2024/03/25;87654.98;grace.davis_HFL1313@example.com;2521310961;Poor;FALSE;HR;Florida
EMP1314;David;Williams;35.0;Inactive;2020/04/28;89367.02;david.williams_DNY1314@example.com;2728476569;Poor;FALSE;DevOps;New York
EMP1315;Charlie;Garcia;40.0;Active;2021/11/07;95269.41;charlie.garcia_ACA1315@example.com;4120092819;Good;TRUE;Admin;California
EMP1316;Frank;Williams;25.0;Active;2020/04/15;68792.31;frank.williams_SNV1316@example.com;6678498435;Average;FALSE;Sales;Nevada
EMP1317;Alice;Smith;25.0;Pending;2023/10/07;89119.53;alice.smith_AIL1317@example.com;2418623689;Good;TRUE;Admin;Illinois
EMP1318;Frank;Davis;35.0;Active;2024/02/27;58212.13;frank.davis_CNY1318@example.com;3628917755;Good;FALSE;Cloud Tech;New York
EMP1319;Heidi;Miller;30.0;Pending;2021/02/22;77764.24;heidi.miller_DIL1319@example.com;6205634110;Good;TRUE;DevOps;Illinois
EMP1320;Frank;Garcia;35.0;Pending;2023/08/21;75148.17;frank.garcia_FFL1320@example.com;5950342810;Average;FALSE;Finance;Florida
EMP1321;Heidi;Jones;40.0;Inactive;2024/04/08;108781.18;heidi.jones_CNV1321@example.com;3904383033;Poor;FALSE;Cloud Tech;Nevada
EMP1322;Frank;Brown;35.0;Pending;2024/11/04;65489.19;frank.brown_FTX1322@example.com;1990970050;Average;TRUE;Finance;Texas
EMP1323;Eva;Johnson;;Pending;2022/05/05;70663.46;eva.johnson_SIL1323@example.com;4054683564;Excellent;FALSE;Sales;Illinois
EMP1324;David;Miller;40.0;Inactive;2023/02/01;95822.56;david.miller_SNY1324@example.com;2156818208;Average;FALSE;Sales;New York
EMP1325;Eva;Miller;40.0;Pending;2022/10/01;82258.03;eva.miller_DNV1325@example.com;6790422710;Average;TRUE;DevOps;Nevada
EMP1326;Frank;Williams;30.0;Pending;2022/09/27;62883.34;frank.williams_ANV1326@example.com;3322889856;Average;FALSE;Admin;Nevada
EMP1327;Alice;Davis;;Pending;2020/04/09;103503.72;alice.davis_CTX1327@example.com;2545960632;Average;TRUE;Cloud Tech;Texas
EMP1328;David;Garcia;25.0;Active;2021/03/23;85401.3;david.garcia_DNY1328@example.com;9912971023;Poor;TRUE;DevOps;New York
EMP1329;Heidi;Garcia;40.0;Pending;2023/02/03;;heidi.garcia_CTX1329@example.com;8171752420;Excellent;FALSE;Cloud Tech;Texas
EMP1330;Eva;Smith;;Pending;2024/07/23;98850.14;eva.smith_HTX1330@example.com;4955112746;Poor;FALSE;HR;Texas
EMP1331;Charlie;Smith;25.0;Active;2021/05/08;63435.24;charlie.smith_CIL1331@example.com;4721970545;Poor;FALSE;Cloud Tech;Illinois
EMP1332;Frank;Brown;35.0;Inactive;2022/04/11;82129.84;frank.brown_FTX1332@example.com;6927589550;Average;FALSE;Finance;Texas
EMP1333;David;Williams;35.0;Pending;2024/10/23;95492.61;david.williams_DTX1333@example.com;6874090379;Good;FALSE;DevOps;Texas
EMP1334;Grace;Miller;40.0;Inactive;2020/04/24;94572.37;grace.miller_FIL1334@example.com;2146296135;Good;FALSE;Finance;Illinois
EMP1335;Bob;Garcia;40.0;Inactive;2023/03/04;118413.05;bob.garcia_FNV1335@example.com;7157787111;Poor;FALSE;Finance;Nevada
EMP1336;Alice;Jones;30.0;Pending;2022/08/31;68976.65;alice.jones_ANV1336@example.com;1663651558;Poor;TRUE;Admin;Nevada
EMP1337;Eva;Williams;;Active;2021/01/02;115013.65;eva.williams_SNV1337@example.com;7371470826;Average;FALSE;Sales;Nevada
EMP1338;David;Brown;;Inactive;2020/06/06;70949.38;david.brown_ANV1338@example.com;2359096055;Poor;TRUE;Admin;Nevada
EMP1339;Grace;Brown;;Pending;2020/10/13;105334.87;grace.brown_HFL1339@example.com;7303064420;Average;FALSE;HR;Florida
EMP1340;Bob;Williams;;Active;2020/07/19;80596.18;bob.williams_DCA1340@example.com;2146147682;Good;FALSE;DevOps;California
EMP1341;Frank;Brown;;Inactive;2024/05/03;72846.37;frank.brown_SIL1341@example.com;4201654234;Good;TRUE;Sales;Illinois
EMP1342;Heidi;Williams;40.0;Pending;2022/02/07;80229.36;heidi.williams_ACA1342@example.com;6778265959;Excellent;FALSE;Admin;California
EMP1343;Grace;Johnson;25.0;Active;2023/12/31;55145.47;grace.johnson_SCA1343@example.com;8931992549;Good;FALSE;Sales;California
EMP1344;Grace;Williams;30.0;Inactive;2022/01/08;;grace.williams_DFL1344@example.com;2727516479;Poor;TRUE;DevOps;Florida
EMP1345;Eva;Davis;40.0;Active;2020/09/28;56110.81;eva.davis_HCA1345@example.com;7279103367;Good;FALSE;HR;California
EMP1346;Grace;Williams;25.0;Inactive;2023/02/09;56514.5;grace.williams_CTX1346@example.com;2963533904;Average;FALSE;Cloud Tech;Texas
EMP1347;Frank;Brown;40.0;Inactive;2022/03/05;104541.84;frank.brown_CCA1347@example.com;5044817765;Good;FALSE;Cloud Tech;California
EMP1348;David;Garcia;;Pending;2022/02/18;61865.12;david.garcia_SNY1348@example.com;5586851275;Excellent;TRUE;Sales;New York
EMP1349;Eva;Davis;40.0;Active;2022/06/09;69317.33;eva.davis_ATX1349@example.com;5289286645;Good;FALSE;Admin;Texas
EMP1350;Bob;Brown;35.0;Pending;2023/07/04;84706.17;bob.brown_HNY1350@example.com;4911110960;Average;FALSE;HR;New York
EMP1351;Heidi;Smith;25.0;Active;2022/03/21;73255.21;heidi.smith_ACA1351@example.com;7981789045;Average;FALSE;Admin;California
EMP1352;Frank;Smith;40.0;Pending;2023/05/02;59528.71;frank.smith_HFL1352@example.com;3378613714;Poor;FALSE;HR;Florida
EMP1353;David;Garcia;40.0;Inactive;2021/10/15;70401.37;david.garcia_HNY1353@example.com;7660538443;Good;TRUE;HR;New York
EMP1354;Heidi;Garcia;;Inactive;2021/07/28;107154.62;heidi.garcia_ACA1354@example.com;4630600024;Average;TRUE;Admin;California
EMP1355;Bob;Davis;;Pending;2021/01/03;97719.88;bob.davis_AIL1355@example.com;8955296385;Excellent;FALSE;Admin;Illinois
EMP1356;Heidi;Johnson;30.0;Pending;2020/05/21;107327.59;heidi.johnson_FCA1356@example.com;3960962625;Poor;FALSE;Finance;California
EMP1357;Grace;Garcia;40.0;Inactive;2021/05/10;67687.72;grace.garcia_ANV1357@example.com;5826312818;Excellent;TRUE;Admin;Nevada
EMP1358;Grace;Smith;40.0;Pending;2022/09/08;90757.08;grace.smith_CFL1358@example.com;6482531105;Good;TRUE;Cloud Tech;Florida
EMP1359;Grace;Williams;;Pending;2024/07/21;87583.42;grace.williams_CCA1359@example.com;;Good;FALSE;Cloud Tech;California
EMP1360;Bob;Brown;25.0;Pending;2021/12/28;61643.69;bob.brown_ANV1360@example.com;2752334382;Good;TRUE;Admin;Nevada
EMP1361;Grace;Smith;35.0;Active;2020/07/20;68111.69;grace.smith_FTX1361@example.com;6404120910;Poor;FALSE;Finance;Texas
EMP1362;David;Smith;40.0;Inactive;2024/04/30;97568.88;david.smith_HFL1362@example.com;7911244210;Average;TRUE;HR;Florida
EMP1363;Charlie;Johnson;35.0;Active;2021/08/28;79118.28;charlie.johnson_CFL1363@example.com;7536170616;Poor;TRUE;Cloud Tech;Florida
EMP1364;Bob;Davis;30.0;Inactive;2022/07/21;104898.9;bob.davis_HCA1364@example.com;1366572239;Excellent;TRUE;HR;California
EMP1365;Frank;Davis;40.0;Pending;2023/11/27;81671.3;frank.davis_CFL1365@example.com;2990155798;Poor;TRUE;Cloud Tech;Florida
EMP1366;Alice;Miller;25.0;Pending;2020/08/11;97399.75;alice.miller_CCA1366@example.com;8028413907;Excellent;FALSE;Cloud Tech;California
EMP1367;David;Johnson;;Active;2021/11/08;89189.43;david.johnson_AIL1367@example.com;;Poor;TRUE;Admin;Illinois
EMP1368;David;Williams;40.0;Active;2023/08/04;96011.55;david.williams_DNY1368@example.com;2312447314;Average;TRUE;DevOps;New York
EMP1369;David;Davis;40.0;Inactive;2020/01/10;99331.49;david.davis_SFL1369@example.com;8477686341;Excellent;FALSE;Sales;Florida
EMP1370;Bob;Brown;;Active;2022/01/19;72818.94;bob.brown_CIL1370@example.com;3461994236;Good;TRUE;Cloud Tech;Illinois
EMP1371;Eva;Garcia;40.0;Inactive;2023/05/07;77204.75;eva.garcia_SNV1371@example.com;6769459195;Good;TRUE;Sales;Nevada
EMP1372;Bob;Johnson;35.0;Pending;2020/12/19;106961.68;bob.johnson_HFL1372@example.com;6395517207;Poor;FALSE;HR;Florida
EMP1373;Eva;Garcia;;Pending;2020/10/01;71923.0;eva.garcia_STX1373@example.com;4964985600;Good;TRUE;Sales;Texas
EMP1374;Bob;Smith;30.0;Active;2022/11/12;77192.43;bob.smith_HNV1374@example.com;2562531354;Excellent;FALSE;HR;Nevada
EMP1375;Grace;Brown;40.0;Pending;2023/01/05;98540.3;grace.brown_AFL1375@example.com;2510505378;Good;FALSE;Admin;Florida
EMP1376;Charlie;Brown;;Inactive;2020/10/14;63096.9;charlie.brown_AFL1376@example.com;5381649382;Average;FALSE;Admin;Florida
EMP1377;Alice;Smith;35.0;Active;2021/02/03;107065.12;alice.smith_CFL1377@example.com;1849196654;Average;FALSE;Cloud Tech;Florida
EMP1378;Heidi;Johnson;40.0;Inactive;2023/12/25;108792.43;heidi.johnson_DFL1378@example.com;3307704610;Poor;TRUE;DevOps;Florida
EMP1379;Bob;Smith;;Inactive;2020/03/07;69239.7;bob.smith_CNY1379@example.com;7295963903;Excellent;FALSE;Cloud Tech;New York
EMP1380;Charlie;Garcia;40.0;Inactive;2023/01/30;85756.42;charlie.garcia_SNV1380@example.com;;Average;TRUE;Sales;Nevada
EMP1381;Eva;Miller;;Active;2024/04/05;100328.62;eva.miller_HIL1381@example.com;;Average;TRUE;HR;Illinois
EMP1382;Grace;Brown;25.0;Active;2021/09/01;111236.69;grace.brown_DNV1382@example.com;5618579063;Excellent;TRUE;DevOps;Nevada
EMP1383;Eva;Jones;35.0;Active;2024/05/07;106832.22;eva.jones_CFL1383@example.com;7715910299;Good;TRUE;Cloud Tech;Florida
EMP1384;Frank;Jones;;Active;2023/06/15;59746.45;frank.jones_DFL1384@example.com;2156321357;Good;TRUE;DevOps;Florida
EMP1385;David;Garcia;25.0;Pending;2021/07/29;91780.04;david.garcia_SCA1385@example.com;;Poor;TRUE;Sales;California
EMP1386;Eva;Williams;35.0;Pending;2023/10/23;107062.66;eva.williams_SCA1386@example.com;9642297124;Good;TRUE;Sales;California
EMP1387;Grace;Davis;25.0;Active;2023/12/07;110625.52;grace.davis_HNV1387@example.com;2967188396;Excellent;TRUE;HR;Nevada
